route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
10,10-Holiday1-1-21FAL-0000001,2739027,Conestoga College via Mill,1,308895,100015,1,1
10,10-Holiday1-1-21FAL-0000001,2739028,Conestoga College via Mill,1,308894,100015,1,1
10,10-Holiday1-1-21FAL-0000001,2739029,Conestoga College via Mill,1,308897,100015,1,1
10,10-Holiday1-1-21FAL-0000001,2739030,Conestoga College via Mill,1,308896,100015,1,1
10,10-Holiday1-1-21FAL-0000001,2739031,Conestoga College via Mill,1,308898,100015,1,1
10,10-Holiday1-1-21FAL-0000001,2739032,Conestoga College via Mill,1,308898,100015,1,1
10,10-Holiday1-1-21FAL-0000001,2739033,Conestoga College via Mill,1,308895,100015,1,1
10,10-Holiday1-1-21FAL-0000001,2739034,Conestoga College via Mill,1,308895,100015,1,1
10,10-Holiday1-1-21FAL-0000001,2739035,Conestoga College via Mill,1,308894,100015,1,1
10,10-Holiday1-1-21FAL-0000001,2739036,Conestoga College via Mill,1,308898,100015,1,1
10,10-Holiday1-1-21FAL-0000001,2739037,Conestoga College via Mill,1,308897,100015,1,1
10,10-Holiday1-1-21FAL-0000001,2739038,Conestoga College via Mill,1,308894,100015,1,1
10,10-Holiday1-1-21FAL-0000001,2739039,Conestoga College via Mill,1,308896,100015,1,1
10,10-Holiday1-1-21FAL-0000001,2739040,Conestoga College via Mill,1,308896,100015,1,1
10,10-Holiday1-1-21FAL-0000001,2739041,Conestoga College via Mill,1,308897,100015,1,1
10,10-Holiday1-1-21FAL-0000001,2739042,Fairway Station via Mill,0,308897,100016,1,1
10,10-Holiday1-1-21FAL-0000001,2739043,Fairway Station via Mill,0,308896,100016,1,1
10,10-Holiday1-1-21FAL-0000001,2739044,Fairway Station via Mill,0,308898,100016,1,1
10,10-Holiday1-1-21FAL-0000001,2739045,Fairway Station via Mill,0,308895,100016,1,1
10,10-Holiday1-1-21FAL-0000001,2739046,Fairway Station via Mill,0,308894,100016,1,1
10,10-Holiday1-1-21FAL-0000001,2739047,Fairway Station via Mill,0,308897,100016,1,1
10,10-Holiday1-1-21FAL-0000001,2739048,Fairway Station via Mill,0,308896,100016,1,1
10,10-Holiday1-1-21FAL-0000001,2739049,Fairway Station via Mill,0,308898,100016,1,1
10,10-Holiday1-1-21FAL-0000001,2739050,Fairway Station via Mill,0,308895,100016,1,1
10,10-Holiday1-1-21FAL-0000001,2739051,Fairway Station via Mill,0,308894,100016,1,1
10,10-Holiday1-1-21FAL-0000001,2739052,Fairway Station via Mill,0,308897,100016,1,1
10,10-Holiday1-1-21FAL-0000001,2739053,Fairway Station via Mill,0,308896,100016,1,1
10,10-Holiday1-1-21FAL-0000001,2739054,Fairway Station via Mill,0,308898,100016,1,1
10,10-Holiday1-1-21FAL-0000001,2739055,Fairway Station via Mill,0,308895,100016,1,1
10,10-Holiday1-1-21FAL-0000001,2739056,Fairway Station via Mill,0,308894,100016,1,1
10,10-Holiday1-1-21FAL-0000001,2739057,Fairway Station via Mill,0,308897,100016,1,1
10,10-Saturday-1-21FAL-0000010,2733453,Conestoga College via Mill,1,305152,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733454,Conestoga College via Mill,1,305152,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733455,Conestoga College via Mill,1,305153,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733456,Conestoga College via Mill,1,305153,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733457,Conestoga College via Mill,1,305152,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733458,Conestoga College via Mill,1,305153,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733459,Conestoga College via Mill,1,305152,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733460,Conestoga College via Mill,1,305153,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733461,Conestoga College via Mill,1,305152,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733462,Conestoga College via Mill,1,305153,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733463,Conestoga College via Mill,1,305152,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733464,Conestoga College via Mill,1,305153,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733465,Conestoga College via Mill,1,305152,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733466,Conestoga College via Mill,1,305153,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733467,Conestoga College via Mill,1,305152,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733468,Conestoga College via Mill,1,305153,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733469,Conestoga College via Mill,1,305152,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733470,Conestoga College via Mill,1,305153,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733471,Conestoga College via Mill,1,305152,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733472,Conestoga College via Mill,1,305153,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733473,Conestoga College via Mill,1,305152,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733474,Conestoga College via Mill,1,305153,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733475,Conestoga College via Mill,1,305152,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733476,Conestoga College via Mill,1,305153,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733477,Conestoga College via Mill,1,305152,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733478,Conestoga College via Mill,1,305153,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733479,Conestoga College via Mill,1,305152,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733480,Conestoga College via Mill,1,305153,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733481,Conestoga College via Mill,1,305152,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733482,Conestoga College via Mill,1,305153,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733483,Conestoga College via Mill,1,305152,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733484,Conestoga College via Mill,1,305152,100015,1,1
10,10-Saturday-1-21FAL-0000010,2733485,Conestoga College via Mill,1,305153,100015,1,1
